,threshold,tpr,fpr
0,0.0001,0.3004694835680751,0.1428571428571429
1,0.0026035087719298244,0.5211267605633803,0.1428571428571429
2,0.005107017543859649,0.5539906103286385,0.2857142857142857
3,0.007610526315789474,0.5868544600938967,0.2857142857142857
4,0.010114035087719297,0.6056338028169014,0.2857142857142857
5,0.012617543859649121,0.6291079812206573,0.2857142857142857
6,0.015121052631578947,0.6431924882629108,0.2857142857142857
7,0.017624561403508772,0.6525821596244131,0.2857142857142857
8,0.020128070175438596,0.6666666666666666,0.2857142857142857
9,0.02263157894736842,0.6713615023474179,0.2857142857142857
10,0.025135087719298243,0.6713615023474179,0.4285714285714286
11,0.02763859649122807,0.6713615023474179,0.4285714285714286
12,0.030142105263157894,0.676056338028169,0.4285714285714286
13,0.03264561403508772,0.6854460093896714,0.4285714285714286
14,0.03514912280701755,0.6948356807511737,0.4285714285714286
15,0.03765263157894737,0.6995305164319249,0.4285714285714286
16,0.040156140350877195,0.6995305164319249,0.4285714285714286
17,0.04265964912280702,0.7136150234741784,0.4285714285714286
18,0.04516315789473684,0.7230046948356808,0.4285714285714286
19,0.04766666666666667,0.7323943661971831,0.4285714285714286
20,0.05017017543859649,0.7417840375586855,0.4285714285714286
21,0.05267368421052632,0.7464788732394366,0.4285714285714286
22,0.055177192982456144,0.7511737089201878,0.4285714285714286
23,0.057680701754385964,0.755868544600939,0.4285714285714286
24,0.06018421052631579,0.755868544600939,0.4285714285714286
25,0.06268771929824561,0.7605633802816901,0.4285714285714286
26,0.06519122807017544,0.7605633802816901,0.4285714285714286
27,0.06769473684210527,0.7699530516431925,0.4285714285714286
28,0.07019824561403509,0.7699530516431925,0.4285714285714286
29,0.07270175438596492,0.7746478873239436,0.4285714285714286
30,0.07520526315789473,0.7746478873239436,0.4285714285714286
31,0.07770877192982456,0.7746478873239436,0.4285714285714286
32,0.08021228070175439,0.7793427230046949,0.4285714285714286
33,0.08271578947368421,0.7793427230046949,0.4285714285714286
34,0.08521929824561404,0.7793427230046949,0.4285714285714286
35,0.08772280701754386,0.7793427230046949,0.5714285714285714
36,0.09022631578947368,0.784037558685446,0.5714285714285714
37,0.09272982456140351,0.784037558685446,0.7142857142857143
38,0.09523333333333334,0.784037558685446,0.7142857142857143
39,0.09773684210526316,0.784037558685446,0.7142857142857143
40,0.10024035087719298,0.784037558685446,0.7142857142857143
41,0.1027438596491228,0.7887323943661971,0.7142857142857143
42,0.10524736842105263,0.7934272300469484,0.7142857142857143
43,0.10775087719298246,0.7981220657276995,0.7142857142857143
44,0.11025438596491229,0.7981220657276995,0.7142857142857143
45,0.11275789473684211,0.7981220657276995,0.7142857142857143
46,0.11526140350877193,0.8028169014084507,0.7142857142857143
47,0.11776491228070175,0.8075117370892019,0.7142857142857143
48,0.12026842105263158,0.8075117370892019,0.7142857142857143
49,0.12277192982456141,0.812206572769953,0.7142857142857143
50,0.1252754385964912,0.812206572769953,0.7142857142857143
51,0.12777894736842105,0.8169014084507042,0.7142857142857143
52,0.13028245614035086,0.8169014084507042,0.7142857142857143
53,0.1327859649122807,0.8215962441314554,0.7142857142857143
54,0.13528947368421052,0.8215962441314554,0.7142857142857143
55,0.13779298245614033,0.8262910798122066,0.7142857142857143
56,0.14029649122807017,0.8262910798122066,0.7142857142857143
57,0.14279999999999998,0.8262910798122066,0.7142857142857143
58,0.14530350877192982,0.8262910798122066,0.7142857142857143
59,0.14780701754385964,0.8262910798122066,0.7142857142857143
60,0.15031052631578945,0.8262910798122066,0.7142857142857143
61,0.1528140350877193,0.8309859154929577,0.7142857142857143
62,0.1553175438596491,0.8356807511737089,0.7142857142857143
63,0.15782105263157895,0.8356807511737089,0.7142857142857143
64,0.16032456140350876,0.8403755868544601,0.7142857142857143
65,0.16282807017543857,0.8403755868544601,0.7142857142857143
66,0.1653315789473684,0.8403755868544601,0.7142857142857143
67,0.16783508771929823,0.8403755868544601,0.7142857142857143
68,0.17033859649122807,0.8403755868544601,0.7142857142857143
69,0.17284210526315788,0.8497652582159625,0.7142857142857143
70,0.1753456140350877,0.8497652582159625,0.7142857142857143
71,0.17784912280701753,0.8497652582159625,0.7142857142857143
72,0.18035263157894735,0.8497652582159625,0.7142857142857143
73,0.1828561403508772,0.8544600938967136,0.7142857142857143
74,0.185359649122807,0.8591549295774648,0.7142857142857143
75,0.18786315789473682,0.8591549295774648,0.7142857142857143
76,0.19036666666666666,0.8591549295774648,0.7142857142857143
77,0.19287017543859647,0.8591549295774648,0.7142857142857143
78,0.1953736842105263,0.8591549295774648,0.7142857142857143
79,0.19787719298245612,0.863849765258216,0.7142857142857143
80,0.20038070175438594,0.863849765258216,0.7142857142857143
81,0.20288421052631578,0.863849765258216,0.7142857142857143
82,0.2053877192982456,0.8685446009389671,0.7142857142857143
83,0.20789122807017543,0.8685446009389671,0.7142857142857143
84,0.21039473684210525,0.8685446009389671,0.7142857142857143
85,0.2128982456140351,0.8685446009389671,0.7142857142857143
86,0.2154017543859649,0.8685446009389671,0.7142857142857143
87,0.2179052631578947,0.8685446009389671,0.7142857142857143
88,0.22040877192982455,0.8685446009389671,0.7142857142857143
89,0.22291228070175437,0.8685446009389671,0.7142857142857143
90,0.2254157894736842,0.8685446009389671,0.7142857142857143
91,0.22791929824561402,0.8732394366197183,0.7142857142857143
92,0.23042280701754383,0.8732394366197183,0.7142857142857143
93,0.23292631578947368,0.8732394366197183,0.7142857142857143
94,0.2354298245614035,0.8732394366197183,0.7142857142857143
95,0.23793333333333333,0.8732394366197183,0.7142857142857143
