,threshold,tpr,fpr
0,0.0001,0.4557522123893805,0.2857142857142857
1,0.0026035087719298244,0.6814159292035398,0.4285714285714286
2,0.005107017543859649,0.7212389380530974,0.4285714285714286
3,0.007610526315789474,0.7522123893805309,0.5714285714285714
4,0.010114035087719297,0.7743362831858407,0.7142857142857143
5,0.012617543859649121,0.7920353982300885,0.7142857142857143
6,0.015121052631578947,0.8008849557522124,0.7142857142857143
7,0.017624561403508772,0.8097345132743363,0.7142857142857143
8,0.020128070175438596,0.8097345132743363,0.7142857142857143
9,0.02263157894736842,0.8141592920353983,0.7142857142857143
10,0.025135087719298243,0.8141592920353983,0.7142857142857143
11,0.02763859649122807,0.8230088495575221,0.7142857142857143
12,0.030142105263157894,0.827433628318584,0.7142857142857143
13,0.03264561403508772,0.831858407079646,0.7142857142857143
14,0.03514912280701755,0.8407079646017699,0.7142857142857143
15,0.03765263157894737,0.8407079646017699,0.7142857142857143
16,0.040156140350877195,0.8451327433628318,0.7142857142857143
17,0.04265964912280702,0.8451327433628318,0.7142857142857143
18,0.04516315789473684,0.8451327433628318,0.7142857142857143
19,0.04766666666666667,0.8539823008849557,0.7142857142857143
20,0.05017017543859649,0.8584070796460177,0.7142857142857143
21,0.05267368421052632,0.8584070796460177,0.7142857142857143
22,0.055177192982456144,0.8628318584070797,0.7142857142857143
23,0.057680701754385964,0.8672566371681416,0.7142857142857143
24,0.06018421052631579,0.8672566371681416,0.7142857142857143
25,0.06268771929824561,0.8672566371681416,0.7142857142857143
26,0.06519122807017544,0.8672566371681416,0.7142857142857143
27,0.06769473684210527,0.8716814159292036,0.7142857142857143
28,0.07019824561403509,0.8716814159292036,0.7142857142857143
29,0.07270175438596492,0.8761061946902655,0.7142857142857143
30,0.07520526315789473,0.8805309734513275,0.7142857142857143
31,0.07770877192982456,0.8849557522123894,0.7142857142857143
32,0.08021228070175439,0.8849557522123894,0.7142857142857143
33,0.08271578947368421,0.8849557522123894,0.7142857142857143
34,0.08521929824561404,0.8893805309734514,0.7142857142857143
35,0.08772280701754386,0.8893805309734514,0.7142857142857143
36,0.09022631578947368,0.8893805309734514,0.7142857142857143
37,0.09272982456140351,0.8893805309734514,0.7142857142857143
38,0.09523333333333334,0.8893805309734514,0.7142857142857143
39,0.09773684210526316,0.8893805309734514,0.7142857142857143
40,0.10024035087719298,0.8893805309734514,0.7142857142857143
41,0.1027438596491228,0.8893805309734514,0.7142857142857143
42,0.10524736842105263,0.8893805309734514,0.7142857142857143
43,0.10775087719298246,0.8893805309734514,0.7142857142857143
44,0.11025438596491229,0.8893805309734514,0.7142857142857143
45,0.11275789473684211,0.8893805309734514,0.7142857142857143
46,0.11526140350877193,0.8938053097345132,0.7142857142857143
47,0.11776491228070175,0.8982300884955752,0.7142857142857143
48,0.12026842105263158,0.8982300884955752,0.7142857142857143
49,0.12277192982456141,0.8982300884955752,0.7142857142857143
50,0.1252754385964912,0.8982300884955752,0.7142857142857143
51,0.12777894736842105,0.8982300884955752,0.7142857142857143
52,0.13028245614035086,0.8982300884955752,0.7142857142857143
53,0.1327859649122807,0.8982300884955752,0.7142857142857143
54,0.13528947368421052,0.9026548672566371,0.7142857142857143
55,0.13779298245614033,0.9026548672566371,0.7142857142857143
56,0.14029649122807017,0.9070796460176991,0.7142857142857143
57,0.14279999999999998,0.9070796460176991,0.7142857142857143
