TCR_id,labels,preds
2091,1,0.8557404279708862
17986,0,0.02841886878013611
16893,0,0.014188617467880249
18122,0,0.1141594648361206
16249,0,0.3471212685108185
16841,0,0.06767001748085022
16412,0,0.009635865688323975
16623,0,0.25054261088371277
16247,0,0.14850899577140808
16961,0,0.02331426739692688
18242,0,0.027058899402618408
16772,0,0.003452122211456299
16431,0,0.48552563786506653
16846,0,0.116778165102005
17912,0,0.007113724946975708
18073,0,0.016125977039337158
15887,0,0.026760756969451904
17172,0,0.4949096739292145
16788,0,0.022239893674850464
16888,0,0.3397030234336853
15971,0,0.16361156105995178
15847,0,0.016846567392349243
2219,1,0.9055915474891663
17469,0,0.0031310319900512695
15767,0,0.011068940162658691
17259,0,0.005313456058502197
16302,0,0.0034627020359039307
17913,0,0.011312782764434814
18294,0,0.07259547710418701
17228,0,0.0027825236320495605
16271,0,0.03321602940559387
15680,0,0.4703178405761719
2183,1,0.8986271619796753
16164,0,0.002920985221862793
17202,0,0.13159629702568054
15726,0,0.027103424072265625
16363,0,0.03006899356842041
17432,0,0.03770461678504944
16048,0,0.008927971124649048
16756,0,0.01501426100730896
16402,0,0.08194544911384583
17507,0,0.17740243673324585
17341,0,0.6904175281524658
2173,1,0.944428026676178
2079,1,0.8992107510566711
16976,0,0.11867910623550415
17008,0,0.008743703365325928
16577,0,0.05199262499809265
16471,0,0.425864040851593
17956,0,0.11390820145606995
17461,0,0.05256831645965576
16362,0,0.0561404824256897
16385,0,0.04324093461036682
15839,0,0.020590871572494507
16459,0,0.07062274217605591
16573,0,0.03444281220436096
16093,0,0.05675077438354492
16484,0,0.1059466302394867
18062,0,0.019208252429962158
16638,0,0.310352623462677
18290,0,0.05483067035675049
17235,0,0.21524760127067566
16699,0,0.009236693382263184
17931,0,0.05424860119819641
15721,0,0.027445703744888306
2221,1,0.3922231197357178
16388,0,0.052638739347457886
18278,0,0.006694227457046509
16980,0,0.004263073205947876
17108,0,0.05826053023338318
17832,0,0.32000380754470825
18258,0,0.07004290819168091
15811,0,0.07197821140289307
17981,0,0.13176366686820984
17375,0,0.10661619901657104
18276,0,0.0017401576042175293
17443,0,0.04030531644821167
16199,0,0.07006403803825378
16649,0,0.011303246021270752
17096,0,0.022104620933532715
16944,0,0.17595374584197998
2226,1,0.9577906131744385
16879,0,0.18226003646850586
17147,0,0.08666259050369263
17297,0,0.045081138610839844
17144,0,0.020303577184677124
17814,0,0.06202176213264465
17781,0,0.03896889090538025
17897,0,0.05814844369888306
16253,0,0.12603455781936646
2099,1,0.8999048471450806
17229,0,0.010015875101089478
18151,0,0.017690211534500122
2316,1,0.9792948961257935
17112,0,0.12114062905311584
17053,0,0.14101052284240723
16881,0,0.16542288661003113
15660,0,0.0844038724899292
16505,0,0.006478041410446167
17164,0,0.003332585096359253
16303,0,0.011717677116394043
2106,1,0.8817062377929688
17406,0,0.055134981870651245
17970,0,0.15011796355247498
17807,0,0.015204101800918579
16691,0,0.05992841720581055
16436,0,0.005678445100784302
17101,0,0.11781999468803406
16355,0,0.18462955951690674
16276,0,0.07404667139053345
16569,0,0.06913849711418152
16652,0,0.01319044828414917
16102,0,0.030648529529571533
17059,0,0.16790726780891418
18129,0,0.02168172597885132
2092,1,0.49269071221351624
15929,0,0.009064823389053345
17146,0,0.019123762845993042
15760,0,0.006691783666610718
2286,1,0.9585616588592529
17874,0,0.002814173698425293
17996,0,0.02545797824859619
18260,0,0.014209389686584473
16977,0,0.03470665216445923
16727,0,0.029607057571411133
17224,0,0.0036492645740509033
16510,0,0.018796414136886597
2255,1,0.8842371702194214
16589,0,0.0800456702709198
16469,0,0.01361587643623352
17943,0,0.008682012557983398
17472,0,0.4706122577190399
16704,0,0.015106916427612305
17312,0,0.013567030429840088
17136,0,0.15740111470222473
18332,0,0.1721338927745819
18132,0,0.0036935806274414062
16007,0,0.01654982566833496
16110,0,0.04000505805015564
2136,1,0.9497754573822021
15963,0,0.03191539645195007
16300,0,0.011803120374679565
17123,0,0.08670008182525635
15903,0,0.0270271897315979
15778,0,0.01810738444328308
18031,0,0.013701379299163818
16449,0,0.1534070074558258
16066,0,0.14674505591392517
17452,0,0.36320382356643677
16834,0,0.03839308023452759
16304,0,0.003450930118560791
2196,1,0.8220272064208984
17329,0,0.008779644966125488
15768,0,0.005498409271240234
17967,0,0.043106794357299805
18115,0,0.00938349962234497
17819,0,0.017573058605194092
16873,0,0.0032416880130767822
16764,0,0.001747429370880127
17347,0,0.0008660554885864258
16674,0,0.1267303228378296
17351,0,0.02177533507347107
17937,0,0.007891148328781128
16419,0,0.02005833387374878
15881,0,0.08227252960205078
17279,0,0.013985812664031982
2114,1,0.9486424922943115
17276,0,0.03036859631538391
15812,0,0.06089109182357788
16646,0,0.4690428078174591
16292,0,0.07612034678459167
18101,0,0.01985916495323181
16422,0,0.016160398721694946
17327,0,0.2299601435661316
16867,0,0.010506957769393921
15600,0,0.2025640904903412
18263,0,0.0062215328216552734
17150,0,0.019911229610443115
15810,0,0.11992472410202026
17028,0,0.0023404955863952637
2235,1,0.9132732152938843
17265,0,0.2280130684375763
18124,0,0.005612671375274658
16260,0,0.3125307261943817
17014,0,0.0576682984828949
18015,0,0.011511743068695068
16087,0,0.02140328288078308
15735,0,0.11695277690887451
17006,0,0.18400031328201294
16803,0,0.14917415380477905
16463,0,0.43787115812301636
15733,0,0.01473572850227356
2207,1,0.7792807817459106
2100,1,0.8657380938529968
16392,0,0.012615978717803955
17077,0,0.07703465223312378
17319,0,0.0007710754871368408
16537,0,0.19325417280197144
16509,0,0.002406686544418335
16349,0,0.11746343970298767
18241,0,0.037630707025527954
18266,0,0.011708468198776245
18333,0,0.08510100841522217
17929,0,0.004476457834243774
18171,0,0.5646530985832214
15646,0,0.13887101411819458
16477,0,0.044251859188079834
2205,1,0.964483380317688
16911,0,0.05335298180580139
16206,0,0.06038254499435425
17257,0,0.0333540141582489
16451,0,0.43826717138290405
16161,0,0.010352373123168945
16724,0,0.005439639091491699
16326,0,0.5605312585830688
16749,0,0.01651245355606079
15886,0,0.07399943470954895
15700,0,0.44689059257507324
17102,0,0.0366729199886322
16381,0,0.1430748999118805
17513,0,0.027805358171463013
15858,0,0.21585971117019653
2266,1,0.9826261401176453
2261,1,0.9709872007369995
15724,0,0.0302770733833313
18269,0,0.3908300995826721
18097,0,0.03793156147003174
17117,0,0.3920857906341553
16226,0,0.10992804169654846
17170,0,0.009923726320266724
15818,0,0.009679138660430908
18309,0,0.03483551740646362
2086,1,0.9410092830657959
15973,0,0.10315042734146118
17105,0,0.10451802611351013
17378,0,0.043633729219436646
16122,0,0.03989604115486145
17092,0,0.32694676518440247
16343,0,0.029936879873275757
16485,0,0.14040595293045044
16328,0,0.041386038064956665
16978,0,0.10245445370674133
16665,0,0.018439114093780518
16763,0,0.0033355653285980225
17844,0,0.003094494342803955
17978,0,0.0037384629249572754
16270,0,0.0056234002113342285
15917,0,0.07984143495559692
16653,0,0.06993699073791504
18110,0,0.0028411149978637695
16990,0,0.0412941575050354
16152,0,0.017304420471191406
16532,0,0.060407012701034546
16928,0,0.050037115812301636
2199,1,0.6837278604507446
16494,0,0.015595167875289917
15907,0,0.08405125141143799
16660,0,0.010590404272079468
16026,0,0.02660784125328064
2301,1,0.9185571670532227
17030,0,0.04798552393913269
17346,0,0.4222378432750702
17398,0,0.13996759057044983
17175,0,0.034815430641174316
16663,0,0.0827668309211731
16650,0,0.09614577889442444
16207,0,0.06021752953529358
2260,1,0.8799618482589722
18254,0,0.011048287153244019
16550,0,0.2963520884513855
17774,0,0.03060784935951233
16940,0,0.11470654606819153
16827,0,0.013972759246826172
16583,0,0.24981418251991272
17334,0,0.012970060110092163
18117,0,0.04792162775993347
16297,0,0.06530565023422241
17416,0,0.008721083402633667
18323,0,0.17228835821151733
17015,0,0.06037777662277222
15890,0,0.010495990514755249
2241,1,0.9198573231697083
18085,0,0.035758644342422485
17382,0,0.023423373699188232
16690,0,0.11849850416183472
16050,0,0.009685307741165161
17203,0,0.005297660827636719
16641,0,0.012711107730865479
16141,0,0.07989901304244995
16273,0,0.16295212507247925
17091,0,0.012260228395462036
16192,0,0.23728087544441223
15899,0,0.020683228969573975
17023,0,0.18142136931419373
15717,0,0.011225968599319458
15772,0,0.0035921037197113037
16920,0,0.1115717887878418
17055,0,0.09848159551620483
15769,0,0.007730364799499512
16962,0,0.23320794105529785
17804,0,0.18974071741104126
2087,1,0.8483765125274658
2287,1,0.969273567199707
17124,0,0.22430363297462463
17822,0,0.2736242711544037
18165,0,0.017061561346054077
17515,0,0.36801669001579285
18108,0,0.007378965616226196
2250,1,0.9037935733795166
16413,0,0.04820680618286133
17830,0,0.125350683927536
15863,0,0.005630671977996826
2271,1,0.9463616013526917
2201,1,0.8375319838523865
18055,0,0.024876892566680908
17925,0,0.04377362132072449
15607,0,0.09728217124938965
18322,0,0.06555315852165222
16634,0,0.028501242399215698
16118,0,0.005744338035583496
17213,0,0.0196874737739563
16185,0,0.022028684616088867
16342,0,0.10077759623527527
16792,0,0.2508978843688965
16998,0,0.005918294191360474
15648,0,0.05934932827949524
2234,1,0.8753522634506226
17385,0,0.022795885801315308
16912,0,0.20002800226211548
18095,0,0.0029306411743164062
15752,0,0.000669628381729126
17930,0,0.0017015337944030762
17154,0,0.06380832195281982
17293,0,0.003818303346633911
17288,0,0.03571006655693054
16175,0,0.005701988935470581
17121,0,0.021891474723815918
18327,0,0.017835676670074463
